site_number;trn_transaction_date;trn_promotion_id;trn_item_number;units;gross_amount;vat;cost_price;
210929;2018-08-11;0;1131992;1.0;26.0;5.2;12.9;
210350;2018-08-11;0;1038203;1.0;12.0;2.4;5.52;
210870;2018-08-11;0;1038466;4.0;96.0;19.2;52.72;
210929;2018-08-11;0;1110347;1.0;20.0;4.0;11.35;
210240;2018-08-11;47025;1136294;1.0;10.0;2.0;8.29;
210845;2018-08-11;47025;1098560;17.0;170.0;34.0;116.05999999999995;
210845;2018-08-11;47025;1036513;3.0;30.0;6.0;24.630000000000003;
210929;2018-08-11;0;1036623;3.0;102.0;20.4;53.97;
210350;2018-08-11;0;1038466;1.0;24.0;4.8;13.18;
210240;2018-08-10;47025;1098560;8.0;80.0;16.0;66.32;
210240;2018-08-10;0;1036623;1.0;34.0;6.8;17.99;
210929;2018-08-10;0;1036623;2.0;68.0;13.6;35.98;
210929;2018-08-10;0;1110359;3.0;42.0;8.3999999999999986;17.79;
210929;2018-08-10;0;1038203;7.0;84.0;16.8;16.56;
210845;2018-08-10;47025;1038229;15.0;150.0;30.0;105.56000000000002;
210350;2018-08-10;47025;1136294;6.0;60.0;12.0;24.869999999999997;
210240;2018-08-10;0;1036196;3.0;72.0;14.399999999999999;39.45;
210870;2018-08-10;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-08-10;47025;1038229;9.0;90.0;18.0;73.08;
210870;2018-08-10;47025;1038229;19.0;190.0;38.0;154.28000000000003;
210870;2018-08-10;0;1131990;2.0;68.0;13.6;36.6;
210350;2018-08-10;0;1038466;3.0;72.0;14.399999999999999;26.36;
210240;2018-08-10;0;1110349;1.0;32.0;6.4;16.89;
210929;2018-08-10;0;1098677;4.0;148.0;29.6;78.32;
210929;2018-08-10;0;1098826;2.0;60.0;12.0;29.94;
210870;2018-08-10;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-08-10;0;1131990;2.0;68.0;13.6;36.6;
210929;2018-08-10;0;1131990;1.0;34.0;6.8;18.3;
210240;2018-08-10;47025;1036513;15.0;150.0;30.0;41.050000000000004;
210240;2018-08-10;0;1038466;1.0;24.0;4.8;13.18;
210845;2018-08-10;0;1110347;2.0;40.0;8.0;22.7;
210350;2018-08-10;0;1098674;3.0;78.0;15.600000000000001;41.76;
210845;2018-08-10;0;1131991;2.0;52.0;10.4;24.68;
210240;2018-08-10;0;1098825;1.0;30.0;6.0;14.95;
210845;2018-08-10;47025;1036513;6.0;60.0;12.0;49.260000000000005;
210929;2018-08-10;0;1098678;2.0;50.0;10.0;26.44;
210845;2018-08-10;0;1098826;3.0;90.0;18.0;44.910000000000004;
210870;2018-08-10;47025;1098560;19.0;190.0;38.0;124.34999999999994;
210845;2018-08-10;0;1038203;3.0;36.0;7.1999999999999993;16.56;
210845;2018-08-10;0;1098678;2.0;50.0;10.0;26.44;
210845;2018-08-10;0;1098824;2.0;60.0;12.0;29.74;
210929;2018-08-10;47025;1098560;6.0;60.0;12.0;49.739999999999995;
210240;2018-08-10;0;1098677;1.0;37.0;7.4;19.58;
210240;2018-08-10;0;1098827;2.0;64.0;12.8;32.12;
210845;2018-08-10;0;1098674;1.0;26.0;5.2;13.92;
210240;2018-08-10;0;1131990;1.0;34.0;6.8;18.3;
210240;2018-08-10;47025;1136294;1.0;10.0;2.0;8.29;
210870;2018-08-10;0;1098674;1.0;26.0;5.2;13.92;
210350;2018-08-10;0;1038203;1.0;12.0;2.4;5.52;
210929;2018-08-10;47025;1036513;9.0;90.0;18.0;73.890000000000015;
210240;2018-08-10;47025;1038229;32.0;320.0;64.0;178.64000000000004;
210929;2018-08-10;0;1098674;2.0;52.0;10.4;27.84;
210845;2018-08-10;47025;1098560;9.0;90.0;18.0;74.609999999999985;
210240;2018-08-10;0;1098678;2.0;50.0;10.0;26.44;
210929;2018-08-10;0;1098825;1.0;30.0;6.0;14.95;
210240;2018-08-10;0;1110359;6.0;84.0;16.8;29.65;
210845;2018-08-10;0;1115099;2.0;52.0;10.4;24.66;
210350;2018-08-10;0;1036623;1.0;34.0;6.8;17.99;
210350;2018-08-10;0;1131991;1.0;26.0;5.2;12.34;
210845;2018-08-10;0;1036196;1.0;24.0;4.8;13.15;
210870;2018-08-10;0;1038466;2.0;48.0;9.6;26.36;
210350;2018-08-10;0;1098826;1.0;30.0;6.0;14.97;
210929;2018-08-10;0;1098824;1.0;30.0;6.0;14.87;
210870;2018-08-10;0;1098677;1.0;37.0;7.4;19.58;
210240;2018-08-10;0;1098824;1.0;30.0;6.0;14.87;
210350;2018-08-10;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-10;0;1036196;6.0;144.0;28.8;78.9;
210929;2018-08-10;0;1038466;4.0;96.0;19.2;52.72;
210845;2018-08-10;47025;1136294;3.0;30.0;6.0;24.869999999999997;
210350;2018-08-10;0;1115099;3.0;78.0;15.600000000000001;36.99;
210845;2018-08-10;0;1131992;3.0;78.0;15.600000000000001;38.7;
210350;2018-08-10;0;1036196;2.0;48.0;9.6;26.3;
210845;2018-08-10;0;1036623;6.0;204.0;40.8;107.93999999999998;
210845;2018-08-10;0;1038466;2.0;48.0;9.6;26.36;
210870;2018-08-10;0;1036623;1.0;34.0;6.8;17.99;
210870;2018-08-10;0;1036196;4.0;96.0;19.2;52.6;
210350;2018-08-10;47025;1098560;14.0;140.0;28.0;82.899999999999977;
210845;2018-08-10;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-08-09;0;1098677;5.0;185.0;37.0;97.899999999999991;
210350;2018-08-09;47025;1136294;4.0;40.0;8.0;16.58;
210240;2018-08-09;0;1038466;3.0;72.0;14.399999999999999;39.54;
210929;2018-08-09;0;1131991;1.0;26.0;5.2;12.34;
210350;2018-08-09;0;1098677;6.0;222.0;44.4;117.47999999999999;
210929;2018-08-09;47025;1036513;7.0;70.0;14.0;57.470000000000006;
210350;2018-08-09;0;1115099;2.0;52.0;10.4;24.66;
210870;2018-08-09;47025;1098560;19.0;190.0;38.0;157.50999999999991;
210929;2018-08-09;0;1098824;1.0;30.0;6.0;14.87;
210240;2018-08-09;47025;1036513;12.0;120.0;24.0;73.890000000000015;
210845;2018-08-09;0;1098674;4.0;104.0;20.8;55.68;
210350;2018-08-09;0;1038203;1.0;12.0;2.4;5.52;
210929;2018-08-09;0;1038203;4.0;48.0;9.6;22.08;
210929;2018-08-09;0;1036196;4.0;96.0;19.2;52.6;
210870;2018-08-09;0;1036623;8.0;272.0;54.399999999999991;143.92;
210929;2018-08-09;0;1098678;2.0;50.0;10.0;26.44;
210870;2018-08-09;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-08-09;47025;1136294;2.0;20.0;4.0;16.58;
210870;2018-08-09;0;1131990;3.0;102.0;20.4;54.900000000000006;
210240;2018-08-09;0;1134792;1.0;15.0;3.0;7.51;
210240;2018-08-09;0;1131989;1.0;26.0;5.2;13.31;
210240;2018-08-09;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-08-09;0;1098824;1.0;30.0;6.0;14.87;
210870;2018-08-09;0;1098677;5.0;185.0;37.0;97.899999999999991;
210845;2018-08-09;47025;1098560;27.0;270.0;54.0;149.21999999999991;
210350;2018-08-09;0;1110359;4.0;56.0;11.2;23.72;
210845;2018-08-09;47025;1038229;20.0;200.0;40.0;162.40000000000003;
210870;2018-08-09;0;1098674;5.0;130.0;26.0;69.6;
210845;2018-08-09;0;1131989;3.0;78.0;15.600000000000001;39.93;
210845;2018-08-09;0;1038203;10.0;120.0;23.999999999999996;49.679999999999993;
210845;2018-08-09;0;1098827;2.0;64.0;12.8;32.12;
210929;2018-08-09;0;1132788;2.0;40.0;8.0;24.78;
210929;2018-08-09;0;1098674;3.0;78.0;15.600000000000001;41.76;
210845;2018-08-09;0;1036196;4.0;96.0;19.2;52.6;
210929;2018-08-09;0;1038466;8.0;192.0;38.4;105.44000000000003;
210845;2018-08-09;0;1098678;2.0;50.0;10.0;26.44;
210870;2018-08-09;0;1098678;1.0;25.0;5.0;13.22;
210870;2018-08-09;0;1038466;3.0;72.0;14.399999999999999;39.54;
210350;2018-08-09;0;1098825;1.0;30.0;6.0;14.95;
210870;2018-08-09;47025;1038229;21.0;210.0;42.0;170.52000000000004;
210350;2018-08-09;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-08-09;0;1131990;3.0;102.0;20.4;54.900000000000006;
210350;2018-08-09;0;1098674;4.0;104.0;20.8;55.68;
210929;2018-08-09;0;1115099;2.0;52.0;10.4;24.66;
210350;2018-08-09;47025;1098560;9.0;90.0;18.0;58.029999999999994;
210929;2018-08-09;0;1036623;3.0;102.0;20.4;53.97;
210929;2018-08-09;0;1110359;4.0;56.0;11.2;23.72;
210845;2018-08-09;47025;1036513;16.0;160.0;32.0;90.310000000000031;
210240;2018-08-09;0;1110359;2.0;28.0;5.6;11.86;
210870;2018-08-09;0;1098825;5.0;150.0;30.0;74.75;
210240;2018-08-09;47025;1098560;10.0;100.0;20.0;82.899999999999977;
210870;2018-08-09;0;1098826;3.0;90.0;18.0;44.910000000000004;
210845;2018-08-09;0;1110347;1.0;20.0;4.0;11.35;
210870;2018-08-09;0;1098824;4.0;120.0;24.0;59.48;
210240;2018-08-09;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-09;0;1098825;2.0;60.0;12.0;29.9;
210845;2018-08-09;0;1098824;2.0;60.0;12.0;29.74;
210929;2018-08-09;47025;1098560;11.0;110.0;22.0;91.189999999999969;
210845;2018-08-09;0;1098826;2.0;60.0;12.0;29.94;
210845;2018-08-09;0;1098677;6.0;222.0;44.4;117.47999999999999;
210240;2018-08-09;47025;1038229;15.0;150.0;30.0;121.80000000000003;
210350;2018-08-09;0;1131989;2.0;52.0;10.4;26.62;
210240;2018-08-09;0;1098674;5.0;130.0;26.0;69.6;
210845;2018-08-09;0;1131992;2.0;52.0;10.4;25.8;
210350;2018-08-09;0;1098824;1.0;30.0;6.0;14.87;
210240;2018-08-09;0;1098678;3.0;75.0;15.0;39.660000000000004;
210845;2018-08-09;0;1036623;1.0;34.0;6.8;17.99;
210870;2018-08-09;0;1036196;11.0;264.0;52.79999999999999;144.65000000000003;
210845;2018-08-09;0;1132788;2.0;40.0;8.0;24.78;
210929;2018-08-09;47025;1038229;7.0;70.0;14.0;56.839999999999989;
210240;2018-08-09;0;1036196;3.0;72.0;14.399999999999999;39.45;
210350;2018-08-09;0;1098827;1.0;32.0;6.4;16.06;
210350;2018-08-09;0;1131992;3.0;78.0;15.600000000000001;38.7;
210240;2018-08-09;0;1110349;1.0;32.0;6.4;16.89;
210845;2018-08-09;47025;1136294;1.0;10.0;2.0;8.29;
210240;2018-08-09;0;1098827;5.0;160.0;32.0;80.3;
210845;2018-08-09;0;1038466;2.0;48.0;9.6;26.36;
210870;2018-08-09;0;1115099;2.0;52.0;10.4;24.66;
210240;2018-08-09;0;1098677;1.0;37.0;7.4;19.58;
210845;2018-08-08;0;1038466;15.0;360.0;71.999999999999986;184.52000000000007;
210350;2018-08-08;0;1131990;2.0;68.0;13.6;18.3;
210870;2018-08-08;0;1036196;10.0;240.0;47.999999999999993;131.50000000000003;
210870;2018-08-08;0;1098825;1.0;30.0;6.0;14.95;
210929;2018-08-08;0;1038466;3.0;72.0;14.399999999999999;39.54;
210929;2018-08-08;0;1131991;1.0;26.0;5.2;12.34;
210350;2018-08-08;47025;1136294;13.0;130.0;26.0;33.16;
210929;2018-08-08;0;1098678;1.0;25.0;5.0;13.22;
210845;2018-08-08;0;1098678;3.0;75.0;15.0;39.660000000000004;
210929;2018-08-08;0;1131989;1.0;26.0;5.2;13.31;
210870;2018-08-08;0;1098677;2.0;74.0;14.8;39.16;
210240;2018-08-08;0;1098825;3.0;90.0;18.0;44.849999999999994;
210870;2018-08-08;0;1036623;5.0;170.0;34.0;89.949999999999989;
210870;2018-08-08;0;1098824;2.0;60.0;12.0;29.74;
210845;2018-08-08;0;1036196;14.0;336.0;67.199999999999989;157.80000000000004;
210845;2018-08-08;0;1131991;3.0;78.0;15.600000000000001;37.019999999999996;
210240;2018-08-08;0;1110349;2.0;64.0;12.8;33.78;
210845;2018-08-08;0;1036623;5.0;170.0;34.0;89.949999999999989;
210929;2018-08-08;47025;1036103;5.0;50.0;10.0;40.75;
210350;2018-08-08;47025;1036513;2.0;20.0;4.0;16.42;
210350;2018-08-08;0;1098825;2.0;60.0;12.0;14.95;
210929;2018-08-08;0;1036623;3.0;102.0;20.4;53.97;
210845;2018-08-08;47025;1098560;29.0;290.0;58.0;174.08999999999989;
210845;2018-08-08;0;1131992;1.0;26.0;5.2;12.9;
210845;2018-08-08;0;1038203;9.0;108.0;21.599999999999998;49.679999999999993;
210929;2018-08-08;0;1132788;1.0;20.0;4.0;12.39;
210929;2018-08-08;47025;1038229;9.0;90.0;18.0;73.08;
210845;2018-08-08;0;1098826;5.0;150.0;30.0;44.910000000000004;
210350;2018-08-08;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-08-08;0;1038203;5.0;60.0;12.0;27.599999999999998;
210929;2018-08-08;0;1115099;2.0;52.0;10.4;24.66;
210845;2018-08-08;47025;1036513;18.0;180.0;36.0;131.36000000000007;
210929;2018-08-08;0;1098824;6.0;180.0;36.0;89.22;
210845;2018-08-08;0;1110359;12.0;168.0;33.6;71.16;
210870;2018-08-08;47025;1098560;24.0;240.0;48.0;198.95999999999987;
210845;2018-08-08;0;1098674;1.0;26.0;5.2;13.92;
210350;2018-08-08;0;1110359;1.0;0.0;0.0;5.93;
210240;2018-08-08;47025;1036513;32.0;320.0;64.0;254.51000000000019;
210350;2018-08-08;0;1110359;6.0;84.0;16.8;17.79;
210240;2018-08-08;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-08-08;0;1131990;3.0;102.0;20.4;54.900000000000006;
210240;2018-08-08;47025;1098560;32.0;320.0;64.0;232.11999999999983;
210845;2018-08-08;0;1098824;4.0;120.0;24.0;59.48;
210350;2018-08-08;0;1132788;1.0;20.0;4.0;12.39;
210929;2018-08-08;0;1098674;4.0;104.0;20.8;55.68;
210240;2018-08-08;0;1098824;1.0;27.0;5.4;14.87;
210929;2018-08-08;0;1110347;2.0;40.0;8.0;22.7;
210350;2018-08-08;0;1036623;3.0;102.0;20.4;35.98;
210870;2018-08-08;0;1098827;1.0;32.0;6.4;16.06;
210350;2018-08-08;0;1036196;3.0;72.0;14.399999999999999;26.3;
210929;2018-08-08;0;1036196;6.0;144.0;28.8;78.9;
210240;2018-08-08;0;1036623;1.0;34.0;6.8;17.99;
210240;2018-08-08;0;1098826;4.0;120.0;24.0;59.88;
210870;2018-08-08;0;1134792;1.0;15.0;3.0;7.51;
210240;2018-08-08;0;1036196;8.0;192.0;38.4;105.20000000000002;
210350;2018-08-08;47025;1098560;9.0;90.0;18.0;74.609999999999985;
210870;2018-08-08;0;1098674;9.0;234.0;46.800000000000004;125.28;
210350;2018-08-08;0;1038466;2.0;48.0;9.6;26.36;
210845;2018-08-08;0;1131990;4.0;136.0;27.2;54.900000000000006;
210845;2018-08-08;0;1131989;3.0;78.0;15.600000000000001;39.93;
210929;2018-08-08;0;1098677;11.0;407.0;81.4;215.37999999999994;
210870;2018-08-08;0;1038466;6.0;144.0;28.8;79.080000000000013;
210350;2018-08-08;0;1038203;4.0;48.0;9.6;22.08;
210350;2018-08-08;0;1098674;1.0;26.0;5.2;13.92;
210929;2018-08-08;47025;1098560;5.0;50.0;10.0;41.449999999999996;
210929;2018-08-08;47025;1036513;3.0;30.0;6.0;24.630000000000003;
210240;2018-08-08;0;1038466;4.0;96.0;19.2;52.72;
210929;2018-08-08;0;1098826;4.0;120.0;24.0;59.88;
210845;2018-08-08;0;1134792;1.0;15.0;3.0;7.51;
210870;2018-08-08;0;1131990;4.0;136.0;27.2;73.2;
210929;2018-08-08;0;1098825;2.0;60.0;12.0;29.9;
210240;2018-08-08;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210929;2018-08-08;0;1131990;1.0;23.8;4.76;18.3;
210845;2018-08-08;0;1098827;4.0;128.0;25.6;64.24;
210929;2018-08-08;0;1131992;1.0;26.0;5.2;12.9;
210240;2018-08-08;0;1098824;3.0;90.0;18.0;44.61;
210870;2018-08-08;0;1098826;6.0;180.0;36.0;89.820000000000007;
210845;2018-08-07;47025;1036513;37.0;370.0;74.0;295.56000000000012;
210350;2018-08-07;0;1038466;3.0;72.0;14.4;13.18;
210870;2018-08-07;0;1098674;4.0;104.0;20.8;55.68;
210870;2018-08-07;0;1098678;2.0;50.0;10.0;26.44;
210845;2018-08-07;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-08-07;0;1131991;2.0;52.0;10.4;24.68;
210240;2018-08-07;0;1036623;4.0;136.0;27.2;53.97;
210350;2018-08-07;47025;1098560;15.0;150.0;30.0;66.32;
210845;2018-08-07;0;1131992;1.0;26.0;5.2;12.9;
210870;2018-08-07;0;1131990;3.0;102.0;20.4;54.900000000000006;
210350;2018-08-07;0;1098824;3.0;90.0;18.0;29.74;
210929;2018-08-07;47025;1098560;9.0;90.0;18.0;74.609999999999985;
210929;2018-08-07;0;1098677;10.0;370.0;74.0;195.79999999999995;
210350;2018-08-07;0;1098825;1.0;30.0;6.0;14.95;
210870;2018-08-07;0;1036196;7.0;168.0;33.6;92.050000000000011;
210870;2018-08-07;0;1098824;5.0;150.0;30.0;74.35;
210240;2018-08-07;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-08-07;0;1098678;3.0;75.0;15.0;39.660000000000004;
210350;2018-08-07;0;1036196;5.0;120.0;24.0;39.45;
210870;2018-08-07;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-08-07;47025;1038229;15.0;150.0;30.0;121.80000000000003;
210870;2018-08-07;0;1098826;4.0;120.0;24.0;59.88;
210870;2018-08-07;0;1036623;4.0;136.0;27.2;71.96;
210240;2018-08-07;47025;1036513;21.0;210.0;42.0;131.36000000000007;
210929;2018-08-07;47025;1036513;18.0;180.0;36.0;147.78000000000009;
210240;2018-08-07;0;1098678;1.0;25.0;5.0;13.22;
210929;2018-08-07;0;1038203;2.0;24.0;4.8;11.04;
210845;2018-08-07;0;1098677;2.0;74.0;14.8;39.16;
210240;2018-08-07;47025;1098560;15.0;150.0;30.0;124.34999999999994;
210845;2018-08-07;0;1038203;13.0;156.0;31.199999999999992;71.759999999999977;
210929;2018-08-07;0;1115099;1.0;26.0;5.2;12.33;
210845;2018-08-07;0;1098825;3.0;90.0;18.0;44.849999999999994;
210240;2018-08-07;0;1132788;3.0;60.0;12.0;37.17;
210350;2018-08-07;0;1098674;9.0;234.0;46.800000000000004;69.6;
210240;2018-08-07;0;1110359;3.0;42.0;8.3999999999999986;17.79;
210350;2018-08-07;0;1131992;6.0;156.0;31.200000000000003;64.5;
210870;2018-08-07;0;1098827;6.0;192.0;38.4;96.36;
210929;2018-08-07;0;1098824;3.0;90.0;18.0;44.61;
210870;2018-08-07;0;1134792;1.0;15.0;3.0;7.51;
210845;2018-08-07;0;1038466;5.0;120.0;24.0;65.9;
210845;2018-08-07;0;1036196;2.0;48.0;9.6;26.3;
210845;2018-08-07;0;1131991;1.0;26.0;5.2;12.34;
210845;2018-08-07;0;1036623;4.0;136.0;27.2;71.96;
210350;2018-08-07;0;1038203;5.0;60.0;12.0;27.599999999999998;
210845;2018-08-07;0;1110359;1.0;0.0;0.0;5.93;
210845;2018-08-07;0;1098824;4.0;120.0;24.0;59.48;
210929;2018-08-07;0;1038466;11.0;264.0;52.79999999999999;144.98000000000005;
210240;2018-08-07;0;1098827;5.0;160.0;32.0;32.12;
210845;2018-08-07;0;1132788;1.0;20.0;4.0;12.39;
210845;2018-08-07;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-08-07;47025;1036513;12.0;120.0;24.0;73.890000000000015;
210845;2018-08-07;0;1098827;7.0;224.0;44.8;112.42;
210350;2018-08-07;0;1110359;6.0;84.0;16.8;29.65;
210240;2018-08-07;0;1098674;5.0;130.0;26.0;69.6;
210870;2018-08-07;0;1038466;3.0;72.0;14.399999999999999;39.54;
210845;2018-08-07;0;1098678;1.0;25.0;5.0;13.22;
210350;2018-08-07;0;1131990;1.0;34.0;6.8;18.3;
210845;2018-08-07;0;1098674;1.0;26.0;5.2;13.92;
210929;2018-08-07;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-08-07;0;1098827;2.0;64.0;12.8;32.12;
210870;2018-08-07;47025;1098560;20.0;200.0;40.0;165.7999999999999;
210845;2018-08-07;0;1134792;2.0;30.0;6.0;15.02;
210929;2018-08-07;47025;1036103;18.0;180.0;36.0;146.70000000000005;
210929;2018-08-07;0;1131992;2.0;52.0;10.4;25.8;
210240;2018-08-07;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-08-07;0;1036623;2.0;68.0;13.6;35.98;
210350;2018-08-07;47025;1136294;4.0;40.0;8.0;33.16;
210929;2018-08-07;0;1036196;9.0;216.0;43.199999999999996;118.35000000000002;
210240;2018-08-07;0;1098677;2.0;74.0;14.8;39.16;
210845;2018-08-07;47025;1098560;29.0;290.0;58.0;207.24999999999986;
210929;2018-08-07;0;1098674;8.0;208.0;41.6;111.36;
210845;2018-08-07;0;1110359;17.0;238.0;47.599999999999987;100.81000000000003;
210240;2018-08-07;0;1115099;2.0;52.0;10.4;24.66;
210870;2018-08-07;0;1098825;1.0;30.0;6.0;14.95;
210240;2018-08-07;0;1038466;2.0;48.0;9.6;26.36;
210350;2018-08-07;0;1098826;1.0;30.0;6.0;14.97;
210929;2018-08-07;0;1131989;4.0;104.0;20.8;53.24;
210929;2018-08-07;0;1098826;5.0;150.0;30.0;74.850000000000009;
210240;2018-08-07;0;1036196;4.0;96.0;19.2;52.6;
210240;2018-08-07;0;1098825;2.0;60.0;12.0;29.9;
210240;2018-08-06;0;1038466;1.0;24.0;4.8;13.18;
210870;2018-08-06;0;1036623;1.0;34.0;6.8;17.99;
210929;2018-08-06;0;1038466;6.0;144.0;28.8;79.080000000000013;
210870;2018-08-06;0;1036196;3.0;72.0;14.399999999999999;39.45;
210240;2018-08-06;47025;1036513;18.0;180.0;36.0;139.57000000000008;
210870;2018-08-06;0;1098827;2.0;64.0;12.8;32.12;
210870;2018-08-06;0;1098674;3.0;78.0;15.600000000000001;41.76;
210929;2018-08-06;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-08-06;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-06;0;1131992;5.0;130.0;26.0;64.5;
210845;2018-08-06;0;1098826;1.0;30.0;6.0;14.97;
210350;2018-08-06;47025;1036513;15.0;150.0;30.0;106.73000000000005;
210929;2018-08-06;0;1098674;1.0;26.0;5.2;13.92;
210845;2018-08-06;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-08-06;0;1131989;1.0;26.0;5.2;13.31;
210350;2018-08-06;47025;1098560;3.0;30.0;6.0;24.869999999999997;
210929;2018-08-06;47025;1036513;6.0;60.0;12.0;49.260000000000005;
210929;2018-08-06;0;1098677;4.0;148.0;29.6;78.32;
210870;2018-08-06;0;1115099;2.0;52.0;10.4;24.66;
210929;2018-08-06;0;1098824;4.0;120.0;24.0;59.48;
210350;2018-08-06;47025;1036103;19.0;190.0;38.0;130.40000000000003;
210870;2018-08-06;0;1098824;3.0;90.0;18.0;29.74;
210929;2018-08-06;0;1132788;2.0;40.0;8.0;24.78;
210929;2018-08-06;0;1131991;1.0;26.0;5.2;12.34;
210929;2018-08-06;0;1038203;4.0;48.0;9.6;22.08;
210929;2018-08-06;47025;1036903;1.0;10.0;2.0;8.1;
210845;2018-08-06;0;1038466;4.0;96.0;19.2;52.72;
210845;2018-08-06;0;1115099;1.0;26.0;5.2;12.33;
210845;2018-08-06;0;1110359;5.0;70.0;14.0;29.65;
210350;2018-08-06;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-08-06;0;1098824;2.0;60.0;12.0;29.74;
210845;2018-08-06;0;1132788;1.0;20.0;4.0;12.39;
210870;2018-08-06;0;1098826;1.0;30.0;6.0;14.97;
210845;2018-08-06;0;1036196;5.0;120.0;24.0;65.75;
210929;2018-08-06;47025;1036103;14.0;140.0;28.0;114.10000000000004;
210240;2018-08-06;0;1131989;1.0;26.0;5.2;13.31;
210845;2018-08-06;47025;1036513;34.0;340.0;68.0;106.73000000000005;
210929;2018-08-06;47025;1098560;15.0;150.0;30.0;124.34999999999994;
210870;2018-08-06;0;1038466;3.0;72.0;14.4;13.18;
210845;2018-08-06;0;1098827;2.0;64.0;12.8;32.12;
210240;2018-08-06;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-06;47025;1038229;6.0;60.0;12.0;48.719999999999992;
210350;2018-08-06;0;1131989;2.0;52.0;10.4;26.62;
210350;2018-08-06;0;1036196;3.0;72.0;14.399999999999999;39.45;
210240;2018-08-06;0;1036623;2.0;68.0;13.6;35.98;
210350;2018-08-06;0;1131992;1.0;26.0;5.2;12.9;
210929;2018-08-06;0;1036196;9.0;216.0;43.199999999999996;118.35000000000002;
210240;2018-08-06;47025;1098560;9.0;90.0;18.0;66.32;
210929;2018-08-06;0;1036623;3.0;102.0;20.4;53.97;
210240;2018-08-06;0;1110359;4.0;56.0;11.2;23.72;
210870;2018-08-06;47025;1098560;15.0;150.0;30.0;107.76999999999995;
210350;2018-08-06;0;1038203;6.0;72.0;14.4;33.12;
210870;2018-08-06;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-08-06;0;1098825;2.0;60.0;12.0;29.9;
210240;2018-08-06;0;1098827;3.0;96.0;19.200000000000003;32.12;
210929;2018-08-06;0;1110347;1.0;20.0;4.0;11.35;
210929;2018-08-06;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-08-06;0;1098677;2.0;74.0;14.8;39.16;
210845;2018-08-06;47025;1098560;17.0;170.0;34.0;58.029999999999994;
210870;2018-08-06;0;1134792;1.0;15.0;3.0;7.51;
210929;2018-08-05;0;1098824;3.0;90.0;18.0;44.61;
210845;2018-08-05;47025;1098560;19.0;190.0;38.0;124.34999999999994;
210350;2018-08-05;0;1038203;4.0;48.0;9.6;16.56;
210929;2018-08-05;0;1098677;4.0;148.0;29.6;78.32;
210845;2018-08-05;0;1098677;2.0;74.0;14.8;39.16;
210350;2018-08-05;47025;1036103;6.0;60.0;12.0;32.6;
210929;2018-08-05;0;1036623;2.0;68.0;13.6;35.98;
210350;2018-08-05;0;1110359;1.0;14.0;2.8;5.93;
210929;2018-08-05;0;1115099;3.0;78.0;15.600000000000001;36.99;
210929;2018-08-05;0;1132788;5.0;100.0;20.0;61.95;
210929;2018-08-05;47025;1038229;8.0;80.0;16.0;64.96;
210350;2018-08-05;47025;1036513;4.0;40.0;8.0;24.630000000000003;
210240;2018-08-05;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-08-05;0;1036196;3.0;72.0;14.399999999999999;39.45;
210350;2018-08-05;0;1098825;1.0;21.0;4.2;14.95;
210240;2018-08-05;0;1098824;1.0;21.0;4.2;14.87;
210240;2018-08-05;0;1131989;1.0;26.0;5.2;13.31;
210929;2018-08-05;0;1038466;1.0;24.0;4.8;13.18;
210240;2018-08-05;0;1036196;5.0;120.0;24.0;65.75;
210870;2018-08-05;0;1098827;1.0;32.0;6.4;16.06;
210870;2018-08-05;0;1134792;1.0;15.0;3.0;7.51;
210929;2018-08-05;47025;1036513;3.0;30.0;6.0;24.630000000000003;
210240;2018-08-05;47025;1036513;23.0;230.0;46.0;114.94000000000005;
210870;2018-08-05;0;1036623;3.0;102.0;20.4;53.97;
210845;2018-08-05;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-08-05;0;1098825;2.0;60.0;12.0;29.9;
210929;2018-08-05;47025;1098560;8.0;80.0;16.0;66.32;
210350;2018-08-05;0;1038466;3.0;72.0;14.399999999999999;39.54;
