site_number;trn_transaction_date;trn_promotion_id;trn_item_number;units;gross_amount;vat;cost_price;
210350;2018-07-14;0;1115099;2.0;52.0;10.4;24.66;
210929;2018-07-14;0;1098560;3.0;51.0;10.2;24.869999999999997;
210350;2018-07-14;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-07-14;0;1036196;7.0;168.0;33.6;92.050000000000011;
210350;2018-07-14;0;1036196;5.0;120.0;24.0;65.75;
210350;2018-07-14;0;1036903;2.0;34.0;6.8;16.2;
210929;2018-07-14;0;1036623;9.0;306.0;61.199999999999989;161.91;
210240;2018-07-14;0;1036623;1.0;34.0;6.8;17.99;
210350;2018-07-14;0;1036623;2.0;68.0;13.6;35.98;
210240;2018-07-14;0;1036196;2.0;48.0;9.6;26.3;
210870;2018-07-14;0;1131990;1.0;34.0;6.8;18.3;
210870;2018-07-14;0;1036513;1.0;17.0;3.4;8.21;
210240;2018-07-14;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-07-14;0;1131990;2.0;68.0;13.6;36.6;
210929;2018-07-14;0;1131992;1.0;26.0;5.2;12.9;
210350;2018-07-14;0;1036103;3.0;51.0;10.2;24.450000000000003;
210240;2018-07-14;0;1098560;2.0;34.0;6.8;16.58;
210929;2018-07-14;0;1098824;6.0;180.0;36.0;89.22;
210845;2018-07-14;0;1098825;1.0;30.0;6.0;14.95;
210845;2018-07-14;0;1038229;1.0;0.0;0.0;8.12;
210870;2018-07-14;0;1038229;6.0;102.0;20.4;49.719999999999992;
210845;2018-07-14;0;1098827;2.0;64.0;12.8;32.12;
210240;2018-07-14;0;1098827;1.0;32.0;6.4;16.06;
210929;2018-07-14;0;1098674;1.0;26.0;5.2;13.92;
210350;2018-07-14;0;1038229;1.0;17.0;3.4;8.12;
210845;2018-07-14;0;1036623;1.0;34.0;6.8;17.99;
210845;2018-07-14;0;1036196;2.0;48.0;9.6;26.3;
210350;2018-07-14;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-07-14;0;1098560;1.0;17.0;3.4;8.29;
210929;2018-07-14;0;1036903;10.0;170.0;33.999999999999993;80.999999999999986;
210929;2018-07-14;0;1098825;3.0;90.0;18.0;44.849999999999994;
210870;2018-07-14;0;1036103;2.0;34.0;6.8;16.3;
210845;2018-07-14;0;1038229;1.0;17.0;3.4;8.12;
210870;2018-07-14;0;1098825;2.0;60.0;12.0;29.9;
210240;2018-07-14;0;1036513;3.0;51.0;10.2;24.630000000000003;
210845;2018-07-14;0;1036103;2.0;34.0;6.8;17.3;
210929;2018-07-14;0;1036513;4.0;68.0;13.6;32.84;
210845;2018-07-14;0;1098674;2.0;52.0;10.4;27.84;
210929;2018-07-14;0;1038229;8.0;136.0;27.199999999999996;64.96;
210845;2018-07-14;0;1132788;1.0;20.0;4.0;12.39;
210240;2018-07-14;0;1038229;2.0;34.0;6.8;8.12;
210240;2018-07-14;0;1098674;2.0;52.0;10.4;27.84;
210350;2018-07-14;0;1098560;2.0;34.0;6.8;16.58;
210240;2018-07-14;0;1098824;1.0;30.0;6.0;14.87;
210240;2018-07-14;0;1098826;3.0;90.0;18.0;44.910000000000004;
210870;2018-07-14;0;1038229;2.0;0.0;0.0;16.24;
210870;2018-07-14;0;1038625;2.0;34.0;6.8;18.24;
210929;2018-07-14;0;1098677;6.0;222.0;44.4;117.47999999999999;
210929;2018-07-14;0;1038625;5.0;85.0;17.0;45.599999999999994;
210929;2018-07-14;0;1038229;2.0;0.0;0.0;16.24;
210350;2018-07-14;0;1038203;2.0;24.0;4.8;11.04;
210929;2018-07-14;0;1110359;1.0;14.0;2.8;5.93;
210870;2018-07-14;0;1131989;1.0;26.0;5.2;13.31;
210240;2018-07-14;0;1110359;1.0;0.0;0.0;5.93;
210350;2018-07-14;0;1131992;1.0;26.0;5.2;12.9;
210870;2018-07-14;0;1036623;5.0;170.0;34.0;89.949999999999989;
210870;2018-07-14;0;1098674;1.0;26.0;5.2;13.92;
210929;2018-07-14;0;1098678;4.0;100.0;20.0;52.88;
210870;2018-07-14;0;1134792;1.0;15.0;3.0;7.51;
210240;2018-07-14;0;1036903;1.0;17.0;3.4;8.1;
210350;2018-07-13;0;1098824;2.0;60.0;12.0;29.74;
210845;2018-07-13;0;1098825;1.0;30.0;6.0;14.95;
210845;2018-07-13;0;1038466;3.0;72.0;14.4;13.18;
210350;2018-07-13;0;1110347;2.0;40.0;8.0;22.7;
210845;2018-07-13;0;1038203;2.0;24.0;4.8;11.04;
210929;2018-07-13;0;1098825;1.0;21.0;4.2;14.95;
210240;2018-07-13;0;1038625;2.0;34.0;6.8;18.24;
210845;2018-07-13;0;1131990;1.0;30.6;6.12;18.3;
210240;2018-07-13;0;1036513;1.0;17.0;3.4;9.21;
210350;2018-07-13;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-13;0;1115099;3.0;78.0;15.600000000000001;36.99;
210845;2018-07-13;0;1036103;3.0;51.0;10.2;27.450000000000003;
210870;2018-07-13;0;1036196;2.0;48.0;9.6;26.3;
210929;2018-07-13;0;1036903;4.0;68.0;13.6;36.4;
210870;2018-07-13;0;1098825;1.0;30.0;6.0;14.95;
210845;2018-07-13;0;1131989;2.0;52.0;10.4;26.62;
210845;2018-07-13;0;1098827;3.0;96.0;19.200000000000003;48.179999999999993;
210845;2018-07-13;0;1038625;4.0;68.0;13.6;36.48;
210929;2018-07-13;0;1098674;10.0;260.0;52.000000000000007;139.2;
210929;2018-07-13;0;1098827;2.0;64.0;12.8;32.12;
210845;2018-07-13;0;1036196;6.0;144.0;28.8;52.6;
210929;2018-07-13;0;1036196;13.0;312.0;62.399999999999984;170.95000000000005;
210929;2018-07-13;0;1036513;5.0;85.0;17.0;46.050000000000004;
210845;2018-07-13;0;1098560;7.0;119.0;23.799999999999997;18.58;
210929;2018-07-13;0;1036623;6.0;204.0;40.8;107.93999999999998;
210845;2018-07-13;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-07-13;0;1038625;7.0;119.0;23.799999999999997;63.839999999999989;
210929;2018-07-13;0;1098677;4.0;148.0;29.6;78.32;
210929;2018-07-13;0;1038229;8.0;136.0;27.199999999999996;72.96;
210870;2018-07-13;0;1036103;3.0;51.0;10.2;27.450000000000003;
210240;2018-07-13;0;1038229;6.0;102.0;20.4;36.48;
210350;2018-07-13;0;1098674;3.0;78.0;15.600000000000001;41.76;
210929;2018-07-13;0;1098826;3.0;90.0;18.0;44.910000000000004;
210870;2018-07-13;0;1038229;7.0;119.0;23.799999999999997;63.839999999999989;
210845;2018-07-13;0;1038229;2.0;0.0;0.0;18.24;
210929;2018-07-13;0;1038203;15.0;180.0;35.999999999999993;66.239999999999981;
210240;2018-07-13;0;1131989;8.0;145.6;29.12;13.31;
210929;2018-07-13;0;1131992;4.0;104.0;20.8;51.6;
210870;2018-07-13;0;1038466;4.0;96.0;19.2;52.72;
210929;2018-07-13;0;1110347;3.0;60.0;12.0;34.05;
210845;2018-07-13;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-07-13;0;1036513;4.0;68.0;13.6;36.84;
210350;2018-07-13;0;1098826;7.0;210.0;42.0;104.79;
210350;2018-07-13;0;1098560;1.0;17.0;3.4;9.29;
210870;2018-07-13;0;1131989;2.0;52.0;10.4;26.62;
210240;2018-07-13;0;1098678;1.0;25.0;5.0;13.22;
210240;2018-07-13;0;1098674;5.0;130.0;26.0;55.68;
210350;2018-07-13;0;1038466;5.0;120.0;24.0;65.9;
210350;2018-07-13;0;1036103;3.0;51.0;10.2;27.450000000000003;
210870;2018-07-13;0;1098827;1.0;32.0;6.4;16.06;
210929;2018-07-13;0;1132788;2.0;40.0;8.0;24.78;
210870;2018-07-13;0;1036903;2.0;34.0;6.8;18.2;
210350;2018-07-13;0;1038229;1.0;0.0;0.0;9.12;
210240;2018-07-13;0;1098824;2.0;60.0;12.0;29.74;
210929;2018-07-13;0;1098825;3.0;90.0;18.0;44.849999999999994;
210929;2018-07-13;0;1131990;5.0;170.0;34.0;91.5;
210870;2018-07-13;0;1098824;2.0;60.0;12.0;29.74;
210929;2018-07-13;0;1134792;4.0;60.0;12.0;30.04;
210240;2018-07-13;0;1038466;3.0;72.0;14.399999999999999;39.54;
210350;2018-07-13;0;1098825;2.0;60.0;12.0;29.9;
210870;2018-07-13;0;1098674;6.0;156.0;31.2;83.52;
210350;2018-07-13;0;1110359;4.0;56.0;11.2;23.72;
210240;2018-07-13;0;1038229;1.0;0.0;0.0;9.12;
210845;2018-07-13;0;1098827;2.0;44.8;8.96;32.12;
210350;2018-07-13;0;1110348;2.0;64.0;12.8;32.3;
210350;2018-07-13;0;1038229;1.0;17.0;3.4;9.12;
210845;2018-07-13;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-07-13;0;1110359;4.0;56.0;11.2;23.72;
210240;2018-07-13;0;1110359;2.0;28.0;5.6;11.86;
210845;2018-07-13;0;1036623;3.0;102.0;20.4;53.97;
210350;2018-07-13;0;1036513;5.0;85.0;17.0;46.050000000000004;
210240;2018-07-13;0;1036903;6.0;102.0;20.4;54.6;
210240;2018-07-13;0;1098674;7.0;127.4;25.48;13.92;
210240;2018-07-13;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-07-13;0;1036513;1.0;17.0;3.4;9.21;
210350;2018-07-13;0;1131991;2.0;52.0;10.4;24.68;
210240;2018-07-13;0;1036103;1.0;17.0;3.4;9.15;
210240;2018-07-13;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210240;2018-07-13;0;1098560;2.0;34.0;6.8;18.58;
210350;2018-07-13;0;1036903;2.0;34.0;6.8;18.2;
210350;2018-07-13;0;1131992;1.0;26.0;5.2;12.9;
210350;2018-07-13;0;1038203;2.0;24.0;4.8;11.04;
210870;2018-07-13;0;1098677;2.0;74.0;14.8;39.16;
210845;2018-07-13;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-07-13;0;1036623;4.0;136.0;27.2;71.96;
210870;2018-07-13;0;1038625;2.0;34.0;6.8;18.24;
210240;2018-07-13;0;1038466;4.0;67.2;13.44;13.18;
210870;2018-07-13;0;1036623;3.0;102.0;20.4;53.97;
210870;2018-07-13;0;1110359;2.0;28.0;5.6;11.86;
210929;2018-07-13;0;1131989;4.0;104.0;20.8;53.24;
210929;2018-07-13;0;1036103;6.0;102.0;20.4;54.9;
210350;2018-07-13;0;1036196;8.0;192.0;38.4;92.050000000000011;
210870;2018-07-13;0;1098826;4.0;120.0;24.0;59.88;
210845;2018-07-13;0;1036903;3.0;51.0;10.2;27.299999999999997;
210929;2018-07-13;0;1038466;8.0;192.0;38.4;105.44000000000003;
210350;2018-07-13;0;1131989;2.0;52.0;10.4;26.62;
210350;2018-07-13;0;1098677;4.0;148.0;29.6;78.32;
210929;2018-07-13;0;1098560;9.0;153.0;30.599999999999994;65.03;
210845;2018-07-13;0;1038229;1.0;17.0;3.4;9.12;
210240;2018-07-13;0;1036196;8.0;134.4;26.88;13.15;
210929;2018-07-13;0;1098824;4.0;120.0;24.0;59.48;
210240;2018-07-13;0;1115099;1.0;26.0;5.2;12.33;
210350;2018-07-12;0;1098678;2.0;50.0;10.0;26.44;
210929;2018-07-12;0;1098825;4.0;120.0;24.0;59.8;
210845;2018-07-12;0;1036103;1.0;17.0;3.4;9.15;
210350;2018-07-12;0;1098677;2.0;74.0;14.8;39.16;
210929;2018-07-12;0;1131992;1.0;26.0;5.2;12.9;
210350;2018-07-12;0;1131989;5.0;130.0;26.0;53.24;
210929;2018-07-12;0;1036196;7.0;168.0;33.6;92.050000000000011;
210845;2018-07-12;0;1038229;1.0;0.0;0.0;9.12;
210845;2018-07-12;0;1036623;1.0;34.0;6.8;17.99;
210240;2018-07-12;0;1098826;1.0;30.0;6.0;14.97;
210870;2018-07-12;0;1098824;11.0;330.0;66.0;89.22;
210845;2018-07-12;0;1098827;4.0;128.0;25.6;32.12;
210845;2018-07-12;0;1036196;10.0;240.0;47.999999999999993;131.50000000000003;
210240;2018-07-12;0;1036103;2.0;34.0;6.8;18.3;
210929;2018-07-12;0;1038466;7.0;168.0;33.6;92.260000000000019;
210845;2018-07-12;0;1098825;3.0;90.0;18.0;44.849999999999994;
210845;2018-07-12;0;1038229;9.0;153.0;30.599999999999994;63.839999999999989;
210350;2018-07-12;0;1110347;1.0;20.0;4.0;11.35;
210929;2018-07-12;0;1110359;4.0;56.0;11.2;23.72;
210929;2018-07-12;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-07-12;0;1098678;2.0;50.0;10.0;26.44;
210350;2018-07-12;0;1036196;9.0;216.0;43.199999999999989;65.75;
210870;2018-07-12;0;1038229;1.0;0.0;0.0;9.12;
210929;2018-07-12;0;1115099;1.0;26.0;5.2;12.33;
210845;2018-07-12;0;1038625;2.0;34.0;6.8;18.24;
210240;2018-07-12;0;1098560;3.0;51.0;10.2;18.58;
210870;2018-07-12;0;1036513;1.0;17.0;3.4;9.21;
210870;2018-07-12;0;1036103;8.0;136.0;27.199999999999996;73.2;
210929;2018-07-12;0;1110347;1.0;20.0;4.0;11.35;
210929;2018-07-12;0;1098674;5.0;130.0;26.0;69.6;
210870;2018-07-12;0;1038229;7.0;119.0;23.799999999999997;63.839999999999989;
210929;2018-07-12;0;1131989;2.0;52.0;10.4;26.62;
210870;2018-07-12;0;1036623;2.0;68.0;13.6;35.98;
210870;2018-07-12;0;1131989;1.0;26.0;5.2;13.31;
210845;2018-07-12;0;1098826;4.0;120.0;24.0;59.88;
210929;2018-07-12;0;1036903;1.0;17.0;3.4;9.1;
210845;2018-07-12;0;1110358;4.0;100.0;20.0;49.84;
210929;2018-07-12;0;1038229;2.0;34.0;6.8;18.24;
210350;2018-07-12;0;1098826;3.0;90.0;18.0;44.910000000000004;
210240;2018-07-12;0;1036196;2.0;48.0;9.6;26.3;
210240;2018-07-12;0;1098677;1.0;37.0;7.4;19.58;
210929;2018-07-12;0;1036103;3.0;51.0;10.2;27.450000000000003;
210350;2018-07-12;0;1038466;3.0;72.0;14.399999999999999;39.54;
210240;2018-07-12;0;1110359;3.0;42.0;8.3999999999999986;17.79;
210870;2018-07-12;0;1098560;4.0;68.0;13.6;37.16;
210929;2018-07-12;0;1038203;4.0;48.0;9.6;22.08;
210929;2018-07-12;0;1098827;4.0;128.0;25.6;64.24;
210350;2018-07-12;0;1038229;6.0;102.0;20.4;54.719999999999992;
210845;2018-07-12;0;1098677;1.0;37.0;7.4;19.58;
210350;2018-07-12;0;1036903;5.0;85.0;17.0;45.5;
210929;2018-07-12;0;1098560;2.0;34.0;6.8;18.58;
210870;2018-07-12;0;1110359;2.0;28.0;5.6;11.86;
210350;2018-07-12;0;1098824;1.0;30.0;6.0;14.87;
210350;2018-07-12;0;1098827;1.0;22.4;4.48;16.06;
210350;2018-07-12;0;1036103;6.0;102.0;20.4;36.6;
210929;2018-07-12;0;1038625;12.0;204.0;40.79999999999999;109.44000000000001;
210845;2018-07-12;0;1098560;5.0;85.0;17.0;27.869999999999997;
210350;2018-07-12;0;1036513;3.0;51.0;10.2;27.630000000000003;
210845;2018-07-12;0;1131990;1.0;34.0;6.8;18.3;
210870;2018-07-12;0;1098826;1.0;30.0;6.0;14.97;
210845;2018-07-12;0;1098824;1.0;20.0;4.0;14.87;
210870;2018-07-12;0;1038466;4.0;96.0;19.2;52.72;
210845;2018-07-12;0;1132788;1.0;20.0;4.0;12.39;
210929;2018-07-12;0;1132788;1.0;20.0;4.0;12.39;
210870;2018-07-12;0;1036903;6.0;102.0;20.4;54.6;
210240;2018-07-12;0;1036513;2.0;34.0;6.8;18.42;
210350;2018-07-12;0;1110359;2.0;28.0;5.6;11.86;
210240;2018-07-12;0;1038466;3.0;72.0;14.399999999999999;39.54;
210929;2018-07-12;0;1098677;3.0;111.0;22.200000000000003;58.739999999999995;
210845;2018-07-12;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-07-12;0;1131990;1.0;34.0;6.8;18.3;
210350;2018-07-12;0;1098560;2.0;34.0;6.8;18.58;
210350;2018-07-12;0;1038625;5.0;85.0;17.0;36.48;
210845;2018-07-12;0;1036513;5.0;85.0;17.0;46.050000000000004;
210870;2018-07-12;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-07-12;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-12;0;1038466;1.0;16.8;3.36;13.18;
210845;2018-07-12;0;1098674;2.0;52.0;10.4;27.84;
210929;2018-07-12;0;1134792;2.0;30.0;6.0;15.02;
210240;2018-07-12;0;1038625;4.0;68.0;13.6;36.48;
210350;2018-07-12;0;1098824;2.0;42.0;8.4;14.87;
210350;2018-07-12;0;1131992;3.0;78.0;15.600000000000001;38.7;
210845;2018-07-12;0;1110359;1.0;14.0;2.8;5.93;
210350;2018-07-12;0;1036623;2.0;68.0;13.6;35.98;
210870;2018-07-12;0;1036196;5.0;120.0;24.0;65.75;
210240;2018-07-12;0;1098827;2.0;64.0;12.8;32.12;
210240;2018-07-12;0;1036903;1.0;17.0;3.4;9.1;
210350;2018-07-12;0;1038229;2.0;0.0;0.0;18.24;
210929;2018-07-12;0;1036513;2.0;34.0;6.8;18.42;
210240;2018-07-12;0;1038203;1.0;12.0;2.4;5.52;
210350;2018-07-12;0;1110359;1.0;0.0;0.0;5.93;
210870;2018-07-12;0;1098674;2.0;52.0;10.4;27.84;
210929;2018-07-12;0;1098824;1.0;30.0;6.0;14.87;
210929;2018-07-12;0;1036623;5.0;170.0;34.0;89.949999999999989;
210240;2018-07-12;0;1038229;4.0;68.0;13.6;36.48;
210845;2018-07-12;0;1098678;2.0;50.0;10.0;26.44;
210350;2018-07-12;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-07-12;0;1098824;4.0;120.0;24.0;59.48;
210845;2018-07-12;0;1131992;1.0;26.0;5.2;12.9;
210870;2018-07-12;0;1098825;1.0;30.0;6.0;14.95;
210845;2018-07-12;0;1038466;3.0;72.0;14.399999999999999;39.54;
210870;2018-07-12;0;1115099;2.0;52.0;10.4;24.66;
210845;2018-07-12;0;1036903;2.0;34.0;6.8;18.2;
210845;2018-07-11;0;1038466;3.0;72.0;14.399999999999999;39.54;
210929;2018-07-11;0;1131990;2.0;68.0;13.6;36.6;
210929;2018-07-11;0;1038229;3.0;0.0;0.0;27.36;
210929;2018-07-11;0;1098560;4.0;68.0;13.6;37.16;
210870;2018-07-11;0;1036903;3.0;51.0;10.2;27.299999999999997;
210929;2018-07-11;0;1038203;4.0;48.0;9.6;22.08;
210929;2018-07-11;0;1110359;1.0;14.0;2.8;5.93;
210870;2018-07-11;0;1098826;3.0;90.0;18.0;44.910000000000004;
210350;2018-07-11;0;1036623;3.0;102.0;20.4;53.97;
210870;2018-07-11;0;1098674;4.0;104.0;20.8;55.68;
210845;2018-07-11;0;1098824;1.0;27.0;5.4;14.87;
210929;2018-07-11;0;1036903;4.0;68.0;13.6;36.4;
210845;2018-07-11;0;1036903;1.0;17.0;3.4;9.1;
210929;2018-07-11;0;1038625;9.0;153.0;30.599999999999994;82.08;
210350;2018-07-11;0;1098824;2.0;60.0;12.0;29.74;
210240;2018-07-11;0;1098678;2.0;50.0;10.0;13.22;
210350;2018-07-11;0;1098827;2.0;64.0;12.8;32.12;
210929;2018-07-11;0;1098678;4.0;100.0;20.0;52.88;
210350;2018-07-11;0;1036103;2.0;34.0;6.8;18.3;
210240;2018-07-11;0;1098825;1.0;30.0;6.0;14.95;
210240;2018-07-11;0;1036623;6.0;204.0;40.8;53.97;
210929;2018-07-11;0;1098825;1.0;30.0;6.0;14.95;
210350;2018-07-11;0;1098678;1.0;25.0;5.0;13.22;
210870;2018-07-11;0;1098560;3.0;51.0;10.2;9.29;
210845;2018-07-11;0;1132788;1.0;20.0;4.0;12.39;
210845;2018-07-11;0;1110359;2.0;28.0;5.6;11.86;
210929;2018-07-11;0;1098827;3.0;96.0;19.200000000000003;48.179999999999993;
210845;2018-07-11;0;1110358;2.0;50.0;10.0;24.92;
210845;2018-07-11;0;1038229;4.0;68.0;13.6;36.48;
210845;2018-07-11;0;1036196;1.0;24.0;4.8;13.15;
210350;2018-07-11;0;1110348;1.0;32.0;6.4;16.15;
210845;2018-07-11;0;1098824;2.0;40.0;8.0;29.74;
210845;2018-07-11;0;1098824;1.0;30.0;6.0;14.87;
210240;2018-07-11;0;1038229;4.0;0.0;0.0;36.48;
210870;2018-07-11;0;1038625;1.0;17.0;3.4;9.12;
210350;2018-07-11;0;1098825;5.0;150.0;30.0;74.75;
210240;2018-07-11;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-07-11;0;1038229;7.0;119.0;23.799999999999997;63.839999999999989;
210929;2018-07-11;0;1098674;3.0;78.0;15.600000000000001;41.76;
210845;2018-07-11;0;1098677;2.0;74.0;14.8;39.16;
210350;2018-07-11;0;1036513;2.0;34.0;6.8;18.42;
210870;2018-07-11;0;1131990;3.0;102.0;20.4;54.900000000000006;
210929;2018-07-11;0;1131992;3.0;78.0;15.600000000000001;38.7;
210870;2018-07-11;0;1038466;4.0;96.0;19.2;52.72;
210350;2018-07-11;0;1098560;1.0;17.0;3.4;9.29;
210350;2018-07-11;0;1038203;2.0;24.0;4.8;11.04;
210870;2018-07-11;0;1115099;1.0;26.0;5.2;12.33;
210929;2018-07-11;0;1038466;3.0;72.0;14.399999999999999;39.54;
210350;2018-07-11;0;1036903;1.0;17.0;3.4;9.1;
210350;2018-07-11;0;1110359;2.0;0.0;0.0;11.86;
210929;2018-07-11;0;1115099;2.0;52.0;10.4;24.66;
210350;2018-07-11;0;1038466;2.0;48.0;9.6;26.36;
210929;2018-07-11;0;1131989;2.0;52.0;10.4;26.62;
210929;2018-07-11;0;1038229;2.0;34.0;6.8;18.24;
210870;2018-07-11;0;1098677;2.0;74.0;14.8;39.16;
210870;2018-07-11;0;1098825;4.0;120.0;24.0;59.8;
210350;2018-07-11;0;1038625;2.0;34.0;6.8;18.24;
210240;2018-07-11;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-07-11;0;1036196;8.0;192.0;38.4;105.20000000000002;
210929;2018-07-11;0;1036623;2.0;68.0;13.6;35.98;
210929;2018-07-11;0;1098677;6.0;222.0;44.4;117.47999999999999;
210350;2018-07-11;0;1098677;3.0;111.0;22.200000000000003;39.16;
210870;2018-07-11;0;1098827;1.0;32.0;6.4;16.06;
210350;2018-07-11;0;1038229;3.0;51.0;10.2;27.36;
210929;2018-07-11;0;1036103;2.0;34.0;6.8;18.3;
210929;2018-07-11;0;1036513;2.0;34.0;6.8;18.42;
210929;2018-07-11;0;1098826;4.0;120.0;24.0;59.88;
210240;2018-07-11;0;1131989;1.0;26.0;5.2;13.31;
210350;2018-07-11;0;1036196;6.0;144.0;28.8;78.9;
210845;2018-07-11;0;1036103;1.0;17.0;3.4;9.15;
210845;2018-07-11;0;1038625;2.0;34.0;6.8;18.24;
210240;2018-07-11;0;1115099;1.0;26.0;5.2;12.33;
210929;2018-07-11;0;1098824;1.0;30.0;6.0;14.87;
210845;2018-07-11;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-07-11;0;1098560;1.0;17.0;3.4;9.29;
210870;2018-07-11;0;1036196;4.0;96.0;19.2;52.6;
210870;2018-07-11;0;1131989;2.0;52.0;10.4;26.62;
210350;2018-07-11;0;1038229;2.0;0.0;0.0;18.24;
210350;2018-07-11;0;1098674;2.0;52.0;10.4;27.84;
210845;2018-07-11;0;1036623;3.0;102.0;20.4;53.97;
210870;2018-07-11;0;1036103;2.0;34.0;6.8;18.3;
210350;2018-07-11;0;1131992;1.0;26.0;5.2;12.9;
210240;2018-07-11;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-07-11;0;1036513;2.0;34.0;6.8;18.42;
210350;2018-07-10;0;1038203;1.0;12.0;2.4;5.52;
210240;2018-07-10;0;1098560;1.0;17.0;3.4;9.29;
210929;2018-07-10;0;1131990;3.0;102.0;20.4;54.900000000000006;
210929;2018-07-10;0;1131991;1.0;26.0;5.2;12.34;
210845;2018-07-10;0;1131989;2.0;52.0;10.4;26.62;
210845;2018-07-10;0;1036196;1.0;24.0;4.8;13.15;
210350;2018-07-10;0;1110359;1.0;14.0;2.8;5.93;
210350;2018-07-10;0;1098674;1.0;26.0;5.2;13.92;
210240;2018-07-10;0;1038229;1.0;0.0;0.0;9.12;
210929;2018-07-10;0;1098560;5.0;85.0;17.0;46.449999999999996;
210929;2018-07-10;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-07-10;0;1036196;3.0;72.0;14.399999999999999;39.45;
210350;2018-07-10;0;1036513;4.0;68.0;13.6;36.84;
210870;2018-07-10;0;1098824;2.0;60.0;12.0;29.74;
210870;2018-07-10;0;1038229;1.0;0.0;0.0;9.12;
210929;2018-07-10;0;1098825;3.0;90.0;18.0;44.849999999999994;
210929;2018-07-10;0;1038466;2.0;48.0;9.6;26.36;
210870;2018-07-10;0;1036513;2.0;34.0;6.8;18.42;
210240;2018-07-10;0;1098677;1.0;37.0;7.4;19.58;
210240;2018-07-10;0;1110359;2.0;28.0;5.6;11.86;
210870;2018-07-10;0;1098560;6.0;102.0;20.4;46.449999999999996;
210240;2018-07-10;0;1036196;2.0;48.0;9.6;26.3;
210845;2018-07-10;0;1036903;2.0;34.0;6.8;18.2;
210350;2018-07-10;0;1036903;2.0;34.0;6.8;18.2;
210845;2018-07-10;0;1036103;1.0;17.0;3.4;9.15;
210350;2018-07-10;0;1098827;1.0;32.0;6.4;16.06;
210870;2018-07-10;0;1131990;1.0;34.0;6.8;18.3;
210929;2018-07-10;0;1110347;1.0;20.0;4.0;11.35;
210350;2018-07-10;0;1036103;4.0;68.0;13.6;36.6;
210870;2018-07-10;0;1038466;1.0;24.0;4.8;13.18;
210929;2018-07-10;0;1036513;2.0;34.0;6.8;18.42;
210870;2018-07-10;0;1036196;3.0;72.0;14.399999999999999;39.45;
210870;2018-07-10;0;1098826;2.0;60.0;12.0;29.94;
210929;2018-07-10;0;1131989;4.0;104.0;20.8;53.24;
210240;2018-07-10;0;1110349;1.0;32.0;6.4;16.89;
210350;2018-07-10;0;1036196;6.0;144.0;28.8;65.75;
210929;2018-07-10;0;1036623;4.0;136.0;27.2;71.96;
210350;2018-07-10;0;1098826;1.0;30.0;6.0;14.97;
210240;2018-07-10;0;1038229;1.0;17.0;3.4;9.12;
210929;2018-07-10;0;1132788;1.0;20.0;4.0;12.39;
210929;2018-07-10;0;1098824;4.0;120.0;24.0;59.48;
210929;2018-07-10;0;1038229;2.0;0.0;0.0;18.24;
210929;2018-07-10;0;1036903;4.0;68.0;13.6;36.4;
210845;2018-07-10;0;1131992;2.0;52.0;10.4;25.8;
210870;2018-07-10;0;1038229;10.0;170.0;33.999999999999993;91.2;
210929;2018-07-10;0;1038625;2.0;34.0;6.8;18.24;
210929;2018-07-10;0;1038203;4.0;48.0;9.6;22.08;
210870;2018-07-10;0;1098827;1.0;32.0;6.4;16.06;
210845;2018-07-10;0;1131990;3.0;102.0;20.4;54.900000000000006;
210240;2018-07-10;0;1098674;1.0;18.2;3.64;13.92;
210240;2018-07-10;0;1038466;1.0;16.8;3.36;13.18;
210350;2018-07-10;0;1098677;1.0;37.0;7.4;19.58;
210845;2018-07-10;0;1038625;2.0;34.0;6.8;18.24;
210870;2018-07-10;0;1115099;1.0;26.0;5.2;12.33;
210240;2018-07-10;0;1036903;2.0;34.0;6.8;18.2;
210929;2018-07-10;0;1036103;4.0;68.0;13.6;36.6;
210929;2018-07-10;0;1038229;4.0;68.0;13.6;36.48;
210240;2018-07-10;0;1131990;1.0;34.0;6.8;18.3;
210870;2018-07-10;0;1110359;1.0;0.0;0.0;5.93;
210929;2018-07-10;0;1131992;3.0;78.0;15.600000000000001;38.7;
210845;2018-07-10;0;1038229;2.0;34.0;6.8;18.24;
210929;2018-07-10;0;1098827;3.0;96.0;19.200000000000003;48.179999999999993;
